File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
SRR5417854_GSM2564180_2nd-Pb_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19924828	1577512	17503328	843988	0	489361	1088151	30530266	722888	815652	791783	6312010	2422154	19465779
SRR5417855_GSM2564181_2nd-Pb_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20938490	1084464	19641422	212604	0	420674	663790	18772134	471042	599018	432591	4227132	1223074	11819277
SRR5417855_GSM2564181_2nd-Pb_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20811632	960128	19634957	216547	0	373147	586981	16288925	402845	508981	376744	3603667	1135884	10260804
SRR5417856_GSM2564182_2nd-Pb_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17331922	1291503	15268975	771444	0	458630	832873	24053403	613006	561434	550706	4904553	1566721	15856983
SRR5417856_GSM2564182_2nd-Pb_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17195526	1084807	15263222	847497	0	374770	710037	19873100	507087	463000	465643	4034416	1397478	13005476
SRR5417857_GSM2564183_2nd-Pb_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18251118	1082898	16528710	639509	1	365150	717748	20640856	461749	575958	385430	4319566	1156072	13742081
SRR5417857_GSM2564183_2nd-Pb_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18103077	912104	16489484	701489	0	297087	615017	17094107	384501	474492	329626	3551346	1046154	11307988
SRR5417858_GSM2564184_8-Cell_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	32873696	7916472	21286816	3670401	7	2775795	5140677	155958859	2509775	5356401	1617804	34128212	4614652	107732015
SRR5417858_GSM2564184_8-Cell_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	32505940	6204729	22908888	3392319	4	1958778	4245951	126397413	2049296	4254430	1431659	27157775	4249250	87255003
SRR5417859_GSM2564185_8-Cell_embryo5_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	31533196	7989267	20039057	3504869	3	3304978	4684289	142139407	2281105	4880488	1391500	31136208	3988884	98461222
SRR5417859_GSM2564185_8-Cell_embryo5_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	31163007	6161301	21684749	3316950	7	2303469	3857832	114689064	1840376	3831474	1251042	24656733	3724406	79385033
SRR5417860_GSM2564186_8-Cell_embryo5_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	29784040	7467627	18441336	3875077	0	2759488	4708139	142160269	2155945	4807839	1481002	30819966	4227732	98667785
SRR5417860_GSM2564186_8-Cell_embryo5_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	29333927	5701171	20140178	3492577	1	1854123	3847048	113985949	1729394	3720401	1311919	24052441	3890130	79281664
SRR5417861_GSM2564187_8-Cell_embryo5_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	31770907	9292097	18795202	3683604	4	3485186	5806911	175679263	2677789	6117704	1778208	38626485	5040054	121439023
SRR5417861_GSM2564187_8-Cell_embryo5_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	31401143	7220479	20853259	3327402	3	2447454	4773025	141683805	2168423	4808395	1574959	30525507	4638354	97968167
SRR5417862_GSM2564188_8-Cell_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	31908902	8327582	20105877	3475443	0	3262001	5065581	152628640	2278959	5226555	1469545	33316653	4285512	106051416
SRR5417862_GSM2564188_8-Cell_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	31509670	6446440	21858686	3204542	2	2271347	4175093	123490263	1839838	4122638	1323338	26443787	4036586	85724076
SRR5417863_GSM2564189_8-Cell_embryo6_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	34461869	9024269	21050399	4387197	4	3932611	5091658	151284957	2192188	4895502	1620998	32376316	4705543	105494410
SRR5417863_GSM2564189_8-Cell_embryo6_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	34029974	6942774	23155160	3932038	2	2731214	4211560	122766583	1790698	3861897	1436721	25695873	4341923	85639471
SRR5417864_GSM2564190_8-Cell_embryo6_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	33026535	9542370	18408762	5075401	2	3641247	5901123	178237733	2703736	6152445	2010868	38731084	5690018	122949582
SRR5417864_GSM2564190_8-Cell_embryo6_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	32606333	7525255	20386845	4694226	7	2594939	4930316	146615547	2225857	4928073	1778337	31188083	5205178	101290019
SRR5417865_GSM2564191_8-Cell_embryo6_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	33463943	9475814	19649750	4338379	0	3710511	5765303	173189962	2640388	5807636	1953477	37499901	5554509	119734051
SRR5417865_GSM2564191_8-Cell_embryo6_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	33011642	7235478	21862715	3913444	5	2540389	4695089	138379541	2114792	4532457	1645300	29442775	4902253	95741964
SRR5417866_GSM2564192_8-Cell_embryo7_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	38384684	11381838	22261709	4741136	1	4653148	6728690	201327794	3537979	6251571	2413130	43623958	6796005	138705151
SRR5417866_GSM2564192_8-Cell_embryo7_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	37844047	8471430	25113638	4258978	1	3091177	5380253	158063922	2786599	4801487	2018962	33607551	5957272	108892051
SRR5417867_GSM2564193_8-Cell_embryo7_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	35123601	7468227	23838517	3816857	0	3702604	3765623	112999106	1868658	3568756	1191955	24220838	3456482	78692417
SRR5417867_GSM2564193_8-Cell_embryo7_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	34700140	5762702	25336187	3601250	1	2641016	3121686	91774307	1521925	2858817	1035895	19455995	3171780	63729895
SRR5417868_GSM2564194_8-Cell_embryo7_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	34297736	9746352	20671221	3880163	0	4010372	5735980	171255367	2794923	5505511	2028773	37025957	5761113	118139090
SRR5417868_GSM2564194_8-Cell_embryo7_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	33848440	7467427	22914828	3466184	1	2790447	4676980	137474967	2246093	4346019	1727333	29300799	5112339	94742384
SRR5417869_GSM2564195_8-Cell_embryo7_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	34338302	10890122	19166331	4281847	2	4019510	6870612	204569044	4232847	5637239	3298753	43587475	9157434	138655296
SRR5417869_GSM2564195_8-Cell_embryo7_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	33879290	8437151	21597466	3844672	1	2804532	5632619	164846720	3378911	4461966	2718935	34636478	7878975	111771455
SRR5417870_GSM2564196_8-Cell_embryo8_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	27938994	5682877	17637889	4618225	3	2197425	3485452	105015641	1565453	3360192	1014594	22245539	3022558	73807305
SRR5417870_GSM2564196_8-Cell_embryo8_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	27545346	4371402	18733772	4440169	3	1523798	2847604	84203582	1255937	2629971	874546	17494861	2686310	59261957
SRR5417871_GSM2564197_8-Cell_embryo8_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	32717134	8564745	19260896	4891485	8	3210632	5354113	161776295	2533386	5504539	1736277	35184576	4957418	111860099
SRR5417871_GSM2564197_8-Cell_embryo8_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	32167705	6018677	21594713	4554312	3	1901526	4117151	121750730	1911444	4048256	1376861	25946779	4122670	84344720
SRR5417872_GSM2564198_8-Cell_embryo9_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	29243418	7406234	17261616	4575568	0	3028150	4378084	131339932	2094533	4184180	1387061	28107048	4015765	91551345
SRR5417872_GSM2564198_8-Cell_embryo9_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	28770565	5182453	19427724	4160383	5	1795182	3387271	99591829	1593174	3089288	1109405	20840996	3364635	69594331
SRR5417873_GSM2564199_8-Cell_embryo10_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	31586621	7640953	19342644	4603024	0	3237549	4403404	133171146	2379698	4203691	1611357	28416884	4640031	91919485
SRR5417873_GSM2564199_8-Cell_embryo10_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	31063330	5421708	21446128	4195491	3	1976744	3444964	102321689	1815677	3145564	1292490	21398408	3907821	70761729
SRR5417874_GSM2564200_8-Cell_embryo10_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	25406231	5229453	16262987	3913785	6	1909524	3319929	99815057	2001587	2769466	1107778	21263566	3286606	69386054
SRR5417874_GSM2564200_8-Cell_embryo10_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	25008096	4193818	17223968	3590303	7	1400075	2793743	83326797	1649582	2236845	1006625	17265845	3092265	58075635
SRR5417875_GSM2564201_Morula_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	24844404	6073403	15005582	3765419	0	1895011	4178392	125877839	1983298	4070074	1302999	27154574	3750079	87616815
SRR5417875_GSM2564201_Morula_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	24454562	4769324	16267540	3417695	3	1376267	3393057	101167292	1587308	3161234	1144408	21233211	3390877	70650254
SRR5417876_GSM2564202_Morula_embryo4_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	23659985	5536339	14739642	3384003	1	1953510	3582829	107777496	1754820	3382153	1137462	23116675	3277117	75109269
SRR5417876_GSM2564202_Morula_embryo4_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	23186872	4252655	15761482	3172735	0	1395103	2857552	85062452	1383246	2587513	968297	17777913	2902942	59442541
SRR5417877_GSM2564203_Morula_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	25473848	9025041	13668365	2780441	1	2821110	6203931	185857576	3132283	6038746	2823201	40005147	7827351	126030848
SRR5417877_GSM2564203_Morula_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	25007545	6953921	15651275	2402347	2	1993457	4960464	146867061	2462159	4638376	2354478	31012030	6779218	99620800
SRR5417878_GSM2564204_Morula_embryo5_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22944180	6354645	13796339	2793195	1	2130816	4223829	127591798	2088498	4259829	2013337	27165640	5609723	86454771
SRR5417878_GSM2564204_Morula_embryo5_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22485558	4860761	15068886	2555911	0	1504207	3356554	100350253	1643130	3243256	1668505	20851764	4831528	68112070
SRR5417879_GSM2564205_Morula_embryo5_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	24742069	7024404	14937673	2779992	0	2552421	4471983	135111960	2177515	4580962	2018007	28987228	5609784	91738464
SRR5417879_GSM2564205_Morula_embryo5_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	24145732	4576640	17195510	2373582	0	1391801	3184839	94747462	1528087	3115570	1486154	19801362	4357772	64458517
SRR5417880_GSM2564206_Morula_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	26943122	6457028	16342873	4143220	1	2366626	4090402	124109738	2304032	3738626	1672049	26291188	4666738	85437105
SRR5417880_GSM2564206_Morula_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26265532	4414601	18102918	3748013	0	1359307	3055294	91374919	1669882	2660194	1274009	18831414	3753354	63186066
SRR5417881_GSM2564207_Morula_embryo6_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	24239811	5706117	14362423	4171271	0	2450317	3255800	99324453	1801216	3180940	1271852	21251866	3579504	68239075
SRR5417881_GSM2564207_Morula_embryo6_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	23579891	3768231	16101317	3710343	0	1355695	2412536	72859924	1299464	2233284	973003	14965757	2887161	50501255
SRR5417882_GSM2564208_Morula_embryo7_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	26902526	5978091	16375569	4548865	1	2282980	3695111	112538574	1829891	3670099	1503332	23689313	4297143	77548796
SRR5417882_GSM2564208_Morula_embryo7_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26270950	4007068	18251051	4012831	0	1266510	2740558	82431758	1322416	2576243	1140455	16710449	3415000	57267195
SRR5417883_GSM2564209_Morula_embryo7_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	28625567	6816029	18483645	3325888	5	2901998	3914031	118683670	2072750	3776810	1557553	25242650	4400965	81632942
SRR5417883_GSM2564209_Morula_embryo7_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	28145607	4637498	20472277	3035831	1	1690708	2946790	88097546	1532076	2726386	1210316	18341250	3598169	60689349
SRR5417884_GSM2564210_Morula_embryo7_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	24600864	5058316	15189157	4353391	0	1952832	3105484	94139087	1650063	2772543	1246122	19519056	3618113	65333190
SRR5417884_GSM2564210_Morula_embryo7_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	24069523	3399896	16820483	3849143	1	1092738	2307158	69166373	1198171	1957861	950074	13798791	2888198	48373278
SRR5417885_GSM2564211_ICM_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17754900	5652450	11298726	803724	0	1522236	4130214	117383387	1010424	5288755	863024	27147970	2455358	80617856
SRR5417885_GSM2564211_ICM_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17624324	5466789	11351258	806277	0	1686480	3780309	107704935	922654	4814711	797732	24764757	2375742	74029339
SRR5417885_ICM_embryo1_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	17754900	5652450	11298687	803763	0	1522333	4130117	117386324	1010381	5288499	862998	27145837	2460110	80618499
SRR5417885_ICM_embryo1_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	17624324	5466722	11351035	806567	0	1686404	3780318	107702403	922373	4814488	797731	24764108	2373636	74030067
SRR5417886_GSM2564212_ICM_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14396988	4065953	9746401	584634	0	1047686	3018267	85288698	825154	3666416	713230	19592062	2012779	58479057
SRR5417886_GSM2564212_ICM_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14286141	3879559	9816987	589593	2	1132251	2747308	77645060	747470	3307726	653061	17723391	1935185	53278227
SRR5417886_ICM_embryo1_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	14396988	4065776	9746412	584800	0	1047572	3018204	85290144	825280	3666544	713172	19591800	2012327	58481021
SRR5417886_ICM_embryo1_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	14286141	3879670	9816830	589639	2	1132543	2747127	77638917	747462	3307865	652994	17722293	1936433	53271870
SRR5417887_GSM2564213_ICM_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20658023	5474204	14416461	767358	0	1844068	3630136	102359898	1016415	4444057	1490338	22902522	4119000	68387566
SRR5417887_GSM2564213_ICM_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20510578	5276412	14453493	780673	0	2010651	3265761	92191831	910507	3982842	1325611	20553244	3812039	61607588
SRR5417887_ICM_embryo1_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	20658023	5473770	14416308	767945	0	1843832	3629938	102350835	1016246	4443732	1490058	22900887	4119859	68380053
SRR5417887_ICM_embryo1_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	20510578	5276125	14453662	780791	0	2010590	3265535	92185287	910466	3982577	1325533	20552155	3812071	61602485
SRR5417888_GSM2564214_ICM_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20106386	3498639	16031641	576106	0	1820496	1678143	46604041	644446	1749009	1544419	9372313	4716896	28576958
SRR5417888_GSM2564214_ICM_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19914911	3142956	16182150	589805	0	1703889	1439067	39783294	557432	1475398	1371822	7890876	4391084	24096682
SRR5417888_ICM_embryo1_single_cell_4_1_trimmed_GRCm38_bismark_bt2.bam	20106386	3498883	16031329	576174	0	1820660	1678223	46603896	644222	1748859	1544503	9371924	4720269	28574119
SRR5417888_ICM_embryo1_single_cell_4_2_trimmed_GRCm38_bismark_bt2.bam	19914911	3142432	16182227	590252	0	1703623	1438809	39777000	556971	1475044	1371181	7889172	4387823	24096809
SRR5417889_GSM2564215_ICM_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	21417698	6946831	13400791	1070076	0	2196182	4750649	134248537	1331771	5514824	1551323	30211462	4340898	91298259
SRR5417889_GSM2564215_ICM_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21276945	6384462	13879734	1012749	0	2121428	4263034	119769930	1176919	4896178	1378618	26888995	4031219	81398001
SRR5417889_ICM_embryo2_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	21417698	6946707	13400673	1070318	0	2196143	4750564	134250779	1331976	5514689	1551205	30211616	4343366	91297927
SRR5417889_ICM_embryo2_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	21276945	6384959	13879603	1012383	0	2121292	4263667	119790165	1176945	4896906	1378551	26893599	4028524	81415640
SRR5417890_GSM2564216_ICM_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	27191104	8588683	17243469	1358952	0	2748339	5840344	165296260	2276150	6040116	2824381	36157608	7941595	110056410
SRR5417890_GSM2564216_ICM_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26889309	7814865	17789917	1284526	1	2590186	5224679	146914945	1996554	5338260	2473913	32062150	7208883	97835185
SRR5417890_ICM_embryo2_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	27191104	8589450	17243419	1358235	0	2748682	5840768	165307255	2276095	6040511	2824612	36160088	7940602	110065347
SRR5417890_ICM_embryo2_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	26889309	7814946	17789819	1284543	1	2590306	5224640	146909187	1996802	5338617	2473800	32062630	7204090	97833248
SRR5417891_GSM2564217_ICM_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22482270	5040744	16593620	847905	1	1812917	3227827	91767810	1551326	3217349	1573411	20165859	4390365	60869500
SRR5417891_GSM2564217_ICM_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22202643	4590259	16787649	824734	1	1722466	2867793	80991305	1356789	2833745	1374389	17767917	3991184	53667281
SRR5417891_ICM_embryo2_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	22482270	5040595	16593948	847726	1	1812972	3227623	91762962	1551322	3217416	1573538	20165862	4391548	60863276
SRR5417891_ICM_embryo2_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	22202643	4589757	16787839	825046	1	1721820	2867937	80998892	1356559	2833799	1374244	17769034	3993264	53671992
SRR5417892_GSM2564218_ICM_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15972742	5910534	9024569	1037639	0	3743213	2167321	63872199	795106	2156496	434631	13853649	1311151	45321166
SRR5417892_GSM2564218_ICM_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15884009	5000818	9941352	941832	7	3303090	1697728	49109875	615387	1652944	349467	10634856	1135894	34721327
SRR5417892_ICM_embryo3_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	15972742	5910697	9024324	1037721	0	3743252	2167445	63873814	795230	2156633	434668	13855292	1310393	45321598
SRR5417892_ICM_embryo3_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	15884009	5000815	9941262	941925	7	3303262	1697553	49105135	615341	1652723	349666	10634839	1136327	34716239
SRR5417893_GSM2564219_ICM_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22467778	7085174	14436123	946481	0	2663086	4422088	124940847	1556786	4883820	1177752	28443075	3281150	85598264
SRR5417893_GSM2564219_ICM_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22173229	6385964	14879780	907485	0	2539893	3846071	108056123	1337917	4215295	1019733	24553973	2998209	73930996
SRR5417893_ICM_embryo3_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	22467778	7085146	14436269	946363	0	2663047	4422099	124938548	1556591	4884250	1177636	28442193	3280509	85597369
SRR5417893_ICM_embryo3_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	22173229	6385805	14879736	907688	0	2539923	3845882	108049170	1337943	4214919	1019812	24553517	2994507	73928472
SRR5417894_GSM2564220_ICM_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19473968	4874061	13885570	714335	2	1652509	3221552	91884221	1270992	3559829	805100	20983287	2257644	63007369
SRR5417894_GSM2564220_ICM_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19227255	4403322	14128741	695190	2	1576595	2826727	80065074	1098620	3090724	711728	18216545	2108976	54838481
SRR5417894_ICM_embryo3_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	19473968	4873869	13885755	714342	2	1652308	3221561	91882023	1270950	3559975	805138	20983339	2257026	63005595
SRR5417894_ICM_embryo3_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	19227255	4403392	14128646	695215	2	1576586	2826806	80065189	1098906	3090193	711779	18216393	2110342	54837576
SRR5417895_GSM2564221_ICM_embryo3_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17545062	5301871	11531498	711692	1	1316492	3985379	113695604	1753797	4117699	1098965	25960945	3030702	77733496
SRR5417895_GSM2564221_ICM_embryo3_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17333659	5091051	11525080	717525	3	1437954	3653097	103958818	1577404	3750177	998652	23669068	2872035	71091482
SRR5417895_ICM_embryo3_single_cell_4_1_trimmed_GRCm38_bismark_bt2.bam	17545062	5301702	11531426	711933	1	1316609	3985093	113685587	1753488	4117197	1098904	25959812	3029241	77726945
SRR5417895_ICM_embryo3_single_cell_4_2_trimmed_GRCm38_bismark_bt2.bam	17333659	5090814	11525050	717792	3	1437769	3653045	103958870	1577582	3749970	998701	23668652	2874716	71089249
SRR5417896_GSM2564222_TE_single_cell_11_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16703026	5239717	10502326	960976	7	3229341	2010376	59263246	532586	2263675	303616	12994993	940770	42227606
SRR5417896_GSM2564222_TE_single_cell_11_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16606331	4385704	11344428	876199	0	2807628	1578076	45516748	413397	1725076	251008	9943836	854655	32328776
SRR5417896_TE_single_cell_11_1_trimmed_GRCm38_bismark_bt2.bam	16703026	5239766	10502220	961033	7	3229578	2010188	59259769	532330	2263761	303611	12993433	940429	42226205
SRR5417896_TE_single_cell_11_2_trimmed_GRCm38_bismark_bt2.bam	16606331	4386277	11344608	875446	0	2808011	1578266	45525416	413558	1725053	251056	9944292	854708	32336749
SRR5417897_GSM2564223_TE_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	23741991	7480973	15238405	1022613	0	2792161	4688812	132869793	1518978	5502973	761973	30877605	2224142	91984122
SRR5417897_GSM2564223_TE_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	23581845	6704795	15910403	966647	0	2628188	4076607	114792987	1311617	4736227	683464	26565569	2136506	79359604
SRR5417897_TE_embryo1_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	23741991	7481166	15238356	1022469	0	2792216	4688950	132878069	1518748	5503030	761974	30877653	2227340	91989324
SRR5417897_TE_embryo1_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	23581845	6704883	15910071	966891	0	2628319	4076564	114788737	1311676	4736094	683568	26566387	2135920	79355092
SRR5417898_GSM2564224_TE_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16906704	4705384	11449915	751405	0	1283415	3421969	97270039	772457	4455801	626312	22539904	1814090	67061475
SRR5417898_GSM2564224_TE_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16767230	4437694	11570164	759372	0	1353660	3084034	87633355	694286	3982939	571759	20196082	1750133	60438156
